variable_name,family,source_file,type,N_nonmissing,missing_rate,unique_values,min,p10,p25,p50,p75,p90,max,correlation_with_lwage,correlation_with_educ_years,correlation_with_parent_educ_mean,likely_pre_determined_yes_no,post_treatment_risk_yes_no,same_as_or_too_close_to_IV_yes_no,usable_for_Caner_Hansen_continuous_threshold_yes_no,usable_as_binary_split_yes_no,expected_mechanism,caveat,theory_score,predetermined_score,data_quality_score,variation_score,post_treatment_penalty,IV_overlap_penalty,overall_score,rejected,rejection_reason
school_density_student_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,854,0.769811320754717,193,0.6132075471698114,0.9696787483330163,1.1394465545306565,1.4792899408284024,1.7647058823529413,1.9134343434343442,2.3333333333333335,-0.027731342042281962,0.059220615969600356,-0.10501893207168118,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,5,0,0,15,TRUE,weak coverage in main wage sample
student_teacher_ratio_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,854,0.769811320754717,218,13.859111791730475,20,21.749234944280847,24.003707136237256,25.975609756097562,26.836605446485116,65.47619047619048,-0.01123253300766497,-0.08468416120948968,0.010144718922928859,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,5,0,0,15,TRUE,weak coverage in main wage sample
teachers_per_student_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,854,0.769811320754717,218,0.015272727272727273,0.037262536873156345,0.038497652582159626,0.04166023166023166,0.045978658536585365,0.05,0.07215469613259669,0.037993427756963884,0.10360131754940068,-0.01554280403996152,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,5,0,0,15,TRUE,weak coverage in main wage sample
birth_order,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,ordered,3710,0,6,1,1,1,1,1,2,6,-0.07872615378767014,-0.03194878162837554,-0.048728766090377566,yes,no,no,no,no,Family resource dilution may affect returns to schooling.,insufficient continuous/ordered variation,3,5,5,0,0,0,13,TRUE,insufficient continuous/ordered variation
mother_educ_years,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,continuous,3397,0.08436657681940696,22,0,8,8,10,12,14,22,0.21742914101901986,0.35393553039414133,0.9391987171882338,yes,no,yes,no,no,"Family background may shift education returns, but overlaps with the IV.",too close to the IV; insufficient continuous/ordered variation,4,5,5,3,0,4,13,TRUE,too close to the IV; insufficient continuous/ordered variation
n_siblings,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,ordered,3710,0,8,0,0,0,1,1,2,7,-0.1180291326921606,-0.0477542272702842,-0.07158112475436855,yes,no,no,no,no,Family resource dilution may affect returns to schooling.,insufficient continuous/ordered variation,3,5,5,0,0,0,13,TRUE,insufficient continuous/ordered variation
parent_educ_mean,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,continuous,3710,0,39,0,7,9,10,12,14,22,0.2057723765252771,0.3600354507205571,1,yes,no,yes,no,no,"Family background may shift education returns, but overlaps with the IV.",same variable as the IV; insufficient continuous/ordered variation,4,5,5,4,0,5,13,TRUE,same variable as the IV; insufficient continuous/ordered variation
students_per_school_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,980,0.7358490566037736,245,396.42857142857144,466.6666666666667,546.1538461538462,657.6436781609195,877.6190476190476,947.8260869565217,1630.7692307692307,0.06751347283196597,-0.06993061101617967,0.13605533714709053,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,5,0,0,13,TRUE,weak coverage in main wage sample
students_per_school_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,1032,0.721832884097035,255,396.42857142857144,466.6666666666667,538.4615384615385,632.1428571428571,867.8571428571429,947.2906403940887,1646.1538461538462,0.07495494390890135,-0.041711165112225126,0.15648163317244101,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,5,0,0,13,TRUE,weak coverage in main wage sample
n_years_school_access,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,ordered,3710,0,13,0,0,5,10,12,12,12,0.026241701630078825,0.211956040318893,0.05325823905071752,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,insufficient continuous/ordered variation,2,5,5,0,0,0,12,TRUE,insufficient continuous/ordered variation
n_years_new,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,ordered,3710,0,13,0,0,5,10,12,12,12,0.026279710346321254,0.2128246108845368,0.05310397186165199,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,insufficient continuous/ordered variation,2,5,5,0,0,0,12,TRUE,insufficient continuous/ordered variation
school_closure_rate_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,949,0.7442048517520216,74,-0.2777777777777778,-0.050526315789473655,-0.03125,0,0,0.03225806451612903,0.43478260869565216,-0.041059928545506656,-0.001355715099655081,-0.061018713248441554,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,4,0,0,12,TRUE,weak coverage in main wage sample
school_closure_rate_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,1008,0.7283018867924529,76,-0.2777777777777778,-0.045695970695970686,-0.00966183574879227,0,0,0.03225806451612903,0.43478260869565216,-0.05538380796095711,0.07681143751102237,-0.028956129182044408,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,4,0,0,12,TRUE,weak coverage in main wage sample
school_growth_rate_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,949,0.7442048517520216,74,-0.43478260869565216,-0.03225806451612903,0,0,0.03125,0.05052631578947381,0.2777777777777778,0.041059928545506656,0.001355715099655081,0.061018713248441554,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,4,0,0,12,TRUE,weak coverage in main wage sample
school_growth_rate_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,1008,0.7283018867924529,76,-0.43478260869565216,-0.03225806451612903,0,0,0.00966183574879227,0.04569597069597088,0.2777777777777778,0.05538380796095711,-0.07681143751102237,0.028956129182044408,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,1,4,0,0,12,TRUE,weak coverage in main wage sample
students_per_school_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,854,0.769811320754717,193,428.57142857142856,522.6315789473686,566.6666666666666,676,877.6190476190476,1031.5543071161064,1630.7692307692307,0.035271143085717833,-0.05430427570207901,0.13912302549629052,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,5,0,0,12,TRUE,weak coverage in main wage sample
cumulative_school_closure_age7_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,413,0.8886792452830189,82,-0.4899593853866717,-0.3279656985109746,-0.12416982922201139,-0.04148642524615828,0.049363605091159266,0.09286412512218964,0.22753904772280883,-0.030778777259863804,0.06161916757146606,-0.11697549837930189,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,4,0,0,11,TRUE,weak coverage in main wage sample
cumulative_school_growth_age7_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,413,0.8886792452830189,82,-0.22753904772280883,-0.09286412512218964,-0.049363605091159266,0.04148642524615828,0.12416982922201139,0.3279656985109746,0.4899593853866717,0.030778777259863804,-0.06161916757146606,0.11697549837930189,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,4,0,0,11,TRUE,weak coverage in main wage sample
father_educ_years,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,continuous,2229,0.39919137466307275,23,0,8,8,10,12,14,24,0.14162520248706653,0.29426671347572575,0.9066667040724428,yes,no,yes,no,no,"Family background may shift education returns, but overlaps with the IV.",too close to the IV; insufficient continuous/ordered variation,4,5,3,3,0,4,11,TRUE,too close to the IV; insufficient continuous/ordered variation
school_closure_rate_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,794,0.7859838274932615,70,-0.25,-0.05263157894736842,-0.032006048387096774,0,0.014285714285714285,0.03571428571428571,0.43478260869565216,0.00166721056686946,-0.0048368445437333785,-0.06353999379577725,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,4,0,0,11,TRUE,weak coverage in main wage sample
school_growth_rate_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,continuous,794,0.7859838274932615,70,-0.43478260869565216,-0.03571428571428571,-0.014285714285714285,0,0.032006048387096774,0.05263157894736842,0.25,-0.00166721056686946,0.0048368445437333785,0.06353999379577725,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,4,0,0,11,TRUE,weak coverage in main wage sample
mean_school_density_pop_age7_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
mean_teachers_per_1000_children_age7_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
mother_educ_level,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,ordered,3397,0.08436657681940696,10,1,3,4,4,6,8,10,0.21349088219703338,0.3504029237725997,0.8571025454020638,yes,no,yes,no,no,"Family background may shift education returns, but overlaps with the IV.",too close to the IV; insufficient continuous/ordered variation,4,5,5,0,0,4,10,TRUE,too close to the IV; insufficient continuous/ordered variation
school_density_pop_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
school_density_pop_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
school_density_pop_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
teachers_per_1000_children_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
teachers_per_1000_children_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
teachers_per_1000_children_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,5,5,0,0,0,0,10,TRUE,weak coverage in main wage sample
childhood_parental_assets,Credit constraints / family background,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Credit-constraint background would be relevant, but no childhood measure is available.",not found as usable variable in processed/cleaned audit data,5,3,0,0,0,0,8,TRUE,not found as usable variable in processed/cleaned audit data
childhood_parental_income,Credit constraints / family background,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Credit-constraint background would be relevant, but no childhood measure is available.",not found as usable variable in processed/cleaned audit data,5,3,0,0,0,0,8,TRUE,not found as usable variable in processed/cleaned audit data
current_household_consumption,Credit constraints / family background,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Credit-constraint background would be relevant, but no childhood measure is available.",not found as usable variable in processed/cleaned audit data,5,3,0,0,0,0,8,TRUE,not found as usable variable in processed/cleaned audit data
father_educ_level,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/family_structure.rds,ordered,2229,0.39919137466307275,10,1,3,3,4,6,7,10,0.1418902694356854,0.28604617262561155,0.8478742637778162,yes,no,yes,no,no,"Family background may shift education returns, but overlaps with the IV.",too close to the IV; insufficient continuous/ordered variation,4,5,3,0,0,4,8,TRUE,too close to the IV; insufficient continuous/ordered variation
q0211,Cognitive ability,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/aux/hses_variable_inventory.csv,binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,"potentially, if merged","Basic literacy proxy, not an exam score.","found in inventory, not merged into current processed analysis sample; binary proxy, not score",4,3,0,1,0,0,8,TRUE,"found in inventory, not merged into current processed analysis sample; binary proxy, not score"
q0212,Cognitive ability,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/aux/hses_variable_inventory.csv,binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,"potentially, if merged","Basic numeracy proxy, not a math score.","found in inventory, not merged into current processed analysis sample; binary proxy, not score",4,3,0,1,0,0,8,TRUE,"found in inventory, not merged into current processed analysis sample; binary proxy, not score"
exam_score,Cognitive ability,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Direct ability score would be relevant, but no such processed variable is available.",not found as usable variable in processed/cleaned audit data,4,3,0,0,0,0,7,TRUE,not found as usable variable in processed/cleaned audit data
language_score,Cognitive ability,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Direct ability score would be relevant, but no such processed variable is available.",not found as usable variable in processed/cleaned audit data,4,3,0,0,0,0,7,TRUE,not found as usable variable in processed/cleaned audit data
math_score,Cognitive ability,not found in processed/cleaned audit sources,unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,no,no,no,no,"Direct ability score would be relevant, but no such processed variable is available.",not found as usable variable in processed/cleaned audit data,4,3,0,0,0,0,7,TRUE,not found as usable variable in processed/cleaned audit data
students_per_1000_children_at_12,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,0,0,0,7,TRUE,weak coverage in main wage sample
students_per_1000_children_at_15,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,0,0,0,7,TRUE,weak coverage in main wage sample
students_per_1000_children_at_17,School quality / education access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/cleaned/hses_school_supply_exposure_manual.rds,unavailable,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,Education returns may differ by childhood school access or school quality environment.,weak coverage in main wage sample,2,5,0,0,0,0,7,TRUE,weak coverage in main wage sample
lwage,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,continuous,3710,0,1374,6.543112165394228,7.600902459542082,7.881795239890144,8.182659369188162,8.477261200038544,8.801007164658037,9.868065672330676,1,0.24451767582648096,0.2057723765252771,no,yes,no,no,no,Current earnings are mechanically related to the outcome and are not valid thresholds.,mechanically current wage/outcome-related; insufficient continuous/ordered variation,0,0,5,5,5,0,5,TRUE,mechanically current wage/outcome-related; insufficient continuous/ordered variation
nominal_hourly,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,continuous,3710,0,880,694.4444444444445,2250,2976.190476190476,4166.666666666667,5708.333333333334,8522.727272727272,28125,0.8883675541346135,0.16858188284067832,0.13957332279974144,no,yes,no,no,no,Current earnings are mechanically related to the outcome and are not valid thresholds.,mechanically current wage/outcome-related; insufficient continuous/ordered variation,0,0,5,5,5,0,5,TRUE,mechanically current wage/outcome-related; insufficient continuous/ordered variation
q0436a,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,continuous,3710,0,216,0,420000,600000,800000,1000000,1500000,5000000,0.7289564135145258,0.17358545782209442,0.153869333967858,no,yes,no,no,no,Current earnings are mechanically related to the outcome and are not valid thresholds.,mechanically current wage/outcome-related; insufficient continuous/ordered variation,0,0,5,5,5,0,5,TRUE,mechanically current wage/outcome-related; insufficient continuous/ordered variation
q0436b,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,continuous,3710,0,445,175000,2400000,5040500,8000000,12000000,16800000,48000000,0.7145412030054462,0.22324728087378956,0.18460888136296064,no,yes,no,no,no,Current earnings are mechanically related to the outcome and are not valid thresholds.,mechanically current wage/outcome-related; insufficient continuous/ordered variation,0,0,5,5,5,0,5,TRUE,mechanically current wage/outcome-related; insufficient continuous/ordered variation
real_hourly,Credit constraints / family background,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,continuous,3710,0,1374,694.4444444444445,2000,2648.6262400509913,3578.3583909405506,4804.273990707685,6640.932904292834,19303.962647294356,0.9293873517972215,0.19219050552032466,0.16963913813939605,no,yes,no,no,no,Current earnings are mechanically related to the outcome and are not valid thresholds.,mechanically current wage/outcome-related; insufficient continuous/ordered variation,0,0,5,5,5,0,5,TRUE,mechanically current wage/outcome-related; insufficient continuous/ordered variation
urban,Local labor market conditions / geographic access,C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/processed/analysis_sample.rds,binary,3710,0,2,1,1,1,1,1,2,2,-0.025770050648166173,-0.046550763750005796,-0.1977484163859198,no,yes,no,no,yes,"Education returns may differ by remoteness, urban access, or local labor-market opportunity.",current status with post-treatment risk,2,1,5,1,4,0,5,TRUE,current status with post-treatment risk
